survived,pclass,fare,alone,sex_male,who_man,who_woman,embark_town_Queenstown,embark_town_Southampton
1,3,8.1125,True,True,True,False,False,True
1,1,81.8583,False,True,False,False,False,True
1,2,19.5,False,False,False,False,False,True
1,1,26.55,True,True,True,False,False,True
1,3,19.2583,False,False,False,False,False,False
1,1,30.5,True,True,True,False,False,True
0,2,27.75,False,True,True,False,False,True
0,3,19.9667,False,True,True,False,False,True
0,1,27.75,True,True,True,False,False,False
1,1,89.1042,False,True,True,False,False,False
0,3,8.05,True,True,True,False,False,True
1,3,7.8958,True,True,True,False,False,False
0,1,26.55,True,True,True,False,False,True
1,1,51.8625,False,False,False,True,False,True
1,2,10.5,True,False,False,True,False,True
0,3,7.75,True,True,True,False,True,False
1,1,26.55,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
0,1,38.5,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
0,3,7.05,True,True,True,False,False,True
0,2,0.0,True,True,True,False,False,True
0,1,26.55,True,True,True,False,False,True
0,3,7.725,True,True,True,False,True,False
1,3,19.2583,False,False,False,False,False,False
0,3,7.25,True,True,True,False,False,True
0,3,8.6625,True,True,True,False,False,True
1,2,27.75,False,False,False,True,False,True
1,2,13.7917,True,False,False,True,False,False
0,3,9.8375,True,False,False,True,False,True
0,1,52.0,True,True,True,False,False,True
0,2,21.0,False,True,True,False,False,True
0,3,7.0458,False,True,True,False,False,True
0,3,7.5208,True,True,True,False,False,True
1,3,12.2875,False,False,False,False,False,True
0,3,46.9,False,True,False,False,False,True
0,2,0.0,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,9.5875,True,False,False,True,False,True
1,1,91.0792,False,True,True,False,False,False
0,3,25.4667,False,False,False,True,False,True
1,1,90.0,False,False,False,True,False,True
0,1,29.7,True,True,True,False,False,False
0,3,8.05,True,True,True,False,False,True
1,3,15.9,False,True,False,False,False,True
0,3,19.9667,False,True,True,False,False,True
0,3,7.25,True,True,True,False,False,True
0,1,30.5,True,True,True,False,False,True
0,1,49.5042,True,True,True,False,False,False
0,3,8.05,True,True,True,False,False,True
0,3,14.4583,True,True,True,False,False,False
1,1,78.2667,False,False,False,True,False,False
0,3,15.1,True,True,True,False,False,True
0,1,151.55,False,False,False,True,False,True
0,3,7.7958,True,True,True,False,False,True
0,3,8.6625,True,True,True,False,False,True
0,3,7.75,True,False,False,True,True,False
0,3,7.6292,True,False,False,True,True,False
0,3,9.5875,True,False,False,True,False,True
1,1,86.5,True,False,False,True,False,True
0,1,108.9,False,True,True,False,False,False
1,2,26.0,False,False,False,True,False,True
1,1,26.55,True,True,True,False,False,True
0,3,22.525,True,True,True,False,False,True
1,3,56.4958,True,True,True,False,False,True
1,3,7.75,True,True,True,False,True,False
0,3,8.05,True,True,True,False,False,True
1,1,26.2875,True,True,True,False,False,True
1,1,59.4,False,False,False,True,False,False
0,3,7.4958,True,True,True,False,False,True
0,1,34.0208,True,True,True,False,False,True
1,2,10.5,True,False,False,True,False,True
0,3,24.15,True,True,True,False,True,False
1,2,26.0,False,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,93.5,True,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,7.225,True,True,True,False,False,False
1,1,57.9792,False,False,False,True,False,False
0,3,7.2292,True,True,True,False,False,False
0,3,7.75,True,True,True,False,True,False
1,2,10.5,True,False,False,True,False,True
0,1,221.7792,True,True,True,False,False,True
0,3,7.925,True,True,True,False,False,True
0,2,11.5,False,True,True,False,False,True
1,2,26.0,False,False,False,False,False,True
0,3,7.2292,True,True,True,False,False,False
0,3,7.2292,False,True,True,False,False,False
1,3,22.3583,False,False,False,True,False,False
0,3,8.6625,True,False,False,True,False,True
1,2,26.25,False,False,False,False,False,True
0,1,26.55,True,True,True,False,False,True
1,1,106.425,True,False,False,True,False,False
0,3,14.5,True,True,True,False,False,True
1,1,49.5,False,False,False,True,False,False
1,1,71.0,False,False,False,True,False,True
0,3,31.275,False,False,False,False,False,True
0,3,31.275,False,False,False,False,False,True
1,2,26.0,False,True,True,False,False,True
0,1,106.425,False,True,True,False,False,False
0,1,26.0,True,True,True,False,False,True
1,2,26.0,False,False,False,True,False,True
1,2,13.8625,True,True,True,False,False,False
0,3,20.525,False,True,True,False,False,True
1,2,36.75,False,True,False,False,False,True
1,1,110.8833,False,True,True,False,False,False
0,2,26.0,True,True,True,False,False,True
0,3,7.8292,True,True,True,False,True,False
1,3,7.225,True,True,True,False,False,False
1,3,7.775,True,False,False,True,False,True
0,1,26.55,True,True,True,False,False,True
1,1,39.6,False,False,False,True,False,False
0,1,227.525,True,True,True,False,False,False
1,1,79.65,False,False,False,True,False,True
1,3,17.4,False,False,False,True,False,True
0,3,7.75,True,True,True,False,True,False
0,3,7.8958,True,True,True,False,False,True
0,2,13.5,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
0,3,8.05,True,False,False,True,False,True
0,3,24.15,False,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,21.075,False,False,False,True,False,True
0,3,7.2292,True,True,True,False,False,False
1,3,7.8542,True,True,True,False,False,True
1,2,10.5,True,True,True,False,False,True
1,1,51.4792,False,False,False,True,False,True
1,1,26.3875,True,True,True,False,False,True
1,3,7.75,True,False,False,True,True,False
0,3,8.05,True,True,True,False,False,True
0,3,14.5,True,True,True,False,False,True
1,2,13.0,True,False,False,True,False,True
1,1,55.9,False,False,False,True,False,True
0,3,14.4583,False,False,False,True,False,False
1,3,7.925,True,True,True,False,False,True
1,2,30.0,False,False,False,True,False,True
1,1,110.8833,False,False,False,True,False,False
0,2,26.0,True,True,True,False,False,True
0,1,40.125,True,True,True,False,False,False
0,3,8.7125,True,True,True,False,False,False
1,1,79.65,False,False,False,True,False,True
0,2,15.0,True,True,True,False,False,True
1,1,79.2,False,True,True,False,False,False
0,3,8.05,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
0,3,7.125,True,True,True,False,False,True
1,1,78.2667,False,False,False,True,False,False
0,3,7.25,True,True,True,False,False,True
0,3,7.75,False,False,False,True,True,False
0,2,26.0,False,True,True,False,False,True
0,3,24.15,False,True,True,False,False,True
1,2,33.0,True,False,False,True,False,True
0,3,0.0,True,True,True,False,False,True
0,3,7.225,True,True,True,False,False,False
1,1,56.9292,False,True,True,False,False,False
1,2,27.0,False,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
0,1,42.4,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,1,26.55,True,True,True,False,False,False
0,3,15.55,False,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,30.5,True,True,True,False,False,True
1,2,41.5792,False,False,False,True,False,False
1,1,153.4625,True,False,False,True,False,True
0,3,31.275,False,False,False,True,False,True
0,3,7.05,True,True,True,False,False,True
1,3,15.5,False,False,False,True,True,False
0,3,7.75,True,True,True,False,True,False
0,3,8.05,True,True,True,False,False,True
1,2,65.0,False,False,False,True,False,True
0,3,14.4,False,True,True,False,False,True
0,3,16.1,False,False,False,True,False,True
1,2,39.0,False,False,False,False,False,True
0,2,10.5,True,True,True,False,False,True
0,3,14.4542,False,True,True,False,False,False
1,1,52.5542,False,True,True,False,False,True
1,3,15.7417,False,True,True,False,False,False
0,3,7.8542,True,True,True,False,False,True
0,3,16.1,True,True,True,False,False,True
0,1,32.3208,True,True,True,False,False,True
0,2,12.35,True,True,True,False,True,False
1,1,77.9583,True,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,7.7333,True,True,True,False,True,False
1,1,30.0,True,True,True,False,False,True
0,3,7.0542,True,True,True,False,False,True
1,1,30.5,True,True,True,False,False,False
0,1,0.0,True,True,True,False,False,True
0,3,27.9,False,False,False,False,False,True
1,2,13.0,True,False,False,True,False,True
0,3,7.925,True,True,True,False,False,True
0,2,26.25,False,True,True,False,False,True
0,3,39.6875,False,False,False,True,False,True
0,3,16.1,False,True,True,False,False,True
0,3,7.8542,True,True,True,False,False,True
1,1,69.3,True,False,False,True,False,False
0,3,27.9,False,False,False,False,False,True
1,3,56.4958,True,True,True,False,False,True
1,3,19.2583,False,False,False,False,False,False
1,1,76.7292,False,True,True,False,False,False
0,3,7.8958,True,True,True,False,False,True
1,1,35.5,True,True,True,False,False,False
0,3,7.55,True,True,True,False,False,True
1,3,7.55,True,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
1,2,23.0,False,False,False,True,False,True
0,3,8.4333,True,True,True,False,False,True
1,3,7.8292,True,False,False,True,True,False
0,3,6.75,True,False,False,True,True,False
0,2,73.5,False,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,15.5,False,False,False,True,True,False
0,2,13.0,True,True,True,False,False,True
0,1,113.275,False,True,True,False,False,False
1,1,133.65,False,True,True,False,False,True
0,3,7.225,True,True,True,False,False,False
0,1,25.5875,True,True,True,False,False,True
0,3,7.4958,True,True,True,False,False,True
1,3,7.925,False,True,True,False,False,True
0,2,73.5,False,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,7.775,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,1,52.0,False,False,False,True,False,True
1,2,39.0,False,False,False,True,False,True
0,1,52.0,False,True,True,False,False,True
0,2,10.5,True,True,True,False,False,True
1,2,13.0,True,True,True,False,False,True
0,2,0.0,True,True,True,False,False,True
0,3,7.775,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,9.8417,True,False,False,True,False,True
0,3,46.9,False,False,False,True,False,True
1,1,512.3292,False,True,True,False,False,False
0,3,8.1375,True,False,False,True,True,False
1,1,76.7292,True,True,True,False,False,False
0,3,9.225,True,True,True,False,False,True
0,3,46.9,False,True,False,False,False,True
0,2,39.0,False,True,True,False,False,True
0,2,41.5792,False,True,True,False,False,False
0,3,39.6875,False,True,False,False,False,True
0,3,10.1708,True,True,True,False,False,True
0,3,7.7958,True,True,True,False,False,True
1,1,211.3375,False,False,False,False,False,True
1,1,57.0,False,True,True,False,False,True
1,3,13.4167,False,False,False,False,False,False
1,3,56.4958,True,True,True,False,False,True
0,3,7.225,True,True,True,False,False,False
0,1,26.55,True,True,True,False,False,True
0,2,13.5,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,7.7333,True,False,False,True,True,False
0,1,110.8833,False,True,True,False,False,False
0,3,7.65,True,True,True,False,False,True
1,1,227.525,False,False,False,True,False,False
1,1,26.2875,True,True,True,False,False,True
0,3,14.4542,False,False,False,True,False,False
0,3,7.7417,True,True,True,False,True,False
0,3,7.8542,False,True,True,False,False,True
0,2,26.0,True,True,True,False,False,True
1,2,13.5,True,False,False,True,False,True
1,1,26.2875,True,True,True,False,False,True
1,1,151.55,True,False,False,True,False,True
1,3,15.2458,False,True,True,False,False,False
1,1,49.5042,True,False,False,True,False,False
0,1,26.55,True,True,True,False,False,True
1,1,52.0,False,True,True,False,False,True
0,3,9.4833,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,7.65,True,True,True,False,False,True
1,1,227.525,True,False,False,True,False,False
1,2,10.5,True,False,False,True,False,True
0,3,15.5,True,True,True,False,True,False
0,3,7.775,True,True,True,False,False,True
1,2,33.0,False,False,False,False,False,True
0,3,7.0542,False,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
1,1,53.1,False,True,True,False,False,True
0,3,8.6625,True,True,True,False,False,True
1,2,21.0,False,False,False,True,False,True
1,3,7.7375,True,False,False,True,True,False
0,2,26.0,False,True,True,False,False,True
0,3,7.925,False,False,False,True,False,True
1,1,211.3375,True,False,False,True,False,True
0,3,18.7875,True,True,False,False,False,False
0,2,0.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
0,3,16.1,True,True,True,False,False,True
0,3,34.375,False,False,False,True,False,True
1,1,512.3292,True,True,True,False,False,False
0,3,7.8958,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,30.0,True,True,True,False,False,True
0,1,78.85,False,True,True,False,False,True
1,1,262.375,False,False,False,True,False,False
0,3,16.1,False,True,True,False,False,True
1,3,7.925,True,True,True,False,False,True
0,1,71.0,False,True,True,False,False,True
0,3,20.25,False,True,True,False,False,True
1,2,13.0,True,False,False,True,False,True
0,1,53.1,False,True,True,False,False,True
0,3,7.75,True,True,True,False,True,False
1,2,23.0,False,False,False,False,False,True
1,3,12.475,False,True,False,False,False,True
0,3,9.5,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,2,65.0,False,False,False,True,False,True
1,2,14.5,False,True,False,False,False,True
0,3,7.7958,True,True,True,False,False,True
0,2,11.5,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,1,86.5,True,False,False,True,False,True
0,3,14.5,True,True,True,False,False,True
0,3,7.125,True,True,True,False,False,True
1,3,7.2292,True,True,True,False,False,False
1,1,120.0,False,False,False,True,False,True
0,3,7.775,True,True,True,False,False,True
1,1,77.9583,False,False,False,True,False,True
0,1,39.6,True,True,True,False,False,False
0,3,7.75,True,False,False,True,True,False
0,3,24.15,False,True,True,False,True,False
0,3,8.3625,True,True,True,False,False,True
0,3,9.5,True,True,True,False,False,True
0,3,7.8542,True,True,True,False,False,True
0,2,10.5,True,False,False,True,False,True
0,3,7.225,True,True,True,False,False,False
1,2,23.0,False,False,False,True,False,True
0,3,7.75,True,True,True,False,False,True
0,3,7.75,True,True,True,False,True,False
1,3,12.475,True,False,False,False,False,True
0,3,7.7375,True,True,True,False,True,False
1,1,211.3375,False,False,False,True,False,True
1,3,7.2292,True,False,False,False,False,False
1,1,57.0,False,False,False,True,False,True
0,1,30.0,True,True,True,False,False,True
0,3,23.45,False,True,True,False,False,True
0,3,7.05,True,True,True,False,False,True
0,3,7.25,True,True,True,False,False,True
1,3,7.4958,True,False,False,True,False,True
0,3,29.125,False,True,False,False,True,False
1,3,20.575,False,True,False,False,False,True
0,1,79.2,True,True,True,False,False,False
0,3,7.75,True,True,True,False,True,False
0,2,26.0,True,True,True,False,False,True
0,3,69.55,False,False,False,True,False,True
0,1,30.6958,True,True,True,False,False,False
0,3,7.8958,True,True,True,False,False,True
0,2,13.0,True,True,True,False,False,True
1,1,25.9292,True,False,False,True,False,True
1,3,8.6833,True,False,False,True,False,True
0,3,7.2292,True,True,True,False,False,False
0,3,24.15,False,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,2,26.25,False,False,False,True,False,True
1,1,120.0,False,True,False,False,False,True
1,3,8.5167,False,True,False,False,False,False
1,3,6.975,True,True,True,False,False,True
0,3,7.775,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
0,3,7.775,True,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,1,53.1,False,False,False,True,False,True
0,3,7.8875,True,True,True,False,False,True
0,3,24.15,True,True,True,False,False,True
0,2,10.5,True,True,True,False,False,True
0,3,31.275,False,False,False,False,False,True
0,3,8.05,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
0,3,7.925,True,False,False,True,False,True
0,2,37.0042,False,True,True,False,False,False
0,3,6.45,True,True,True,False,False,True
0,3,27.9,False,True,False,False,False,True
1,1,93.5,False,False,False,True,False,True
1,3,8.6625,True,True,True,False,False,True
0,1,0.0,True,True,True,False,False,True
1,3,12.475,False,False,False,True,False,True
0,3,39.6875,False,True,False,False,False,True
0,3,6.95,True,True,True,False,True,False
0,3,56.4958,True,True,True,False,False,True
1,2,37.0042,False,True,False,False,False,False
1,3,7.75,True,True,True,False,True,False
1,1,80.0,True,False,False,True,False,True
1,3,14.4542,False,False,False,False,False,False
1,2,18.75,False,True,False,False,False,True
0,3,7.2292,True,True,True,False,False,False
0,3,7.8542,True,True,True,False,False,True
0,3,8.3,True,True,True,False,False,True
1,1,83.1583,False,False,False,True,False,False
0,3,8.6625,True,True,True,False,False,True
0,3,8.05,True,True,True,False,False,True
1,3,56.4958,True,True,True,False,False,True
1,1,29.7,True,True,True,False,False,False
0,3,7.925,True,True,True,False,False,True
0,2,10.5,True,True,True,False,False,True
1,1,31.0,True,False,False,True,False,False
0,3,6.4375,True,True,True,False,False,False
0,3,8.6625,True,True,True,False,False,True
0,3,7.55,True,True,True,False,False,True
0,3,69.55,False,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,False
0,2,33.0,False,True,True,False,False,True
1,1,89.1042,False,False,False,True,False,False
0,3,31.275,False,True,False,False,False,True
0,3,7.775,True,True,True,False,False,True
0,3,15.2458,False,False,False,False,False,False
1,1,39.4,False,False,False,True,False,True
0,2,26.0,False,False,False,True,False,True
1,3,9.35,False,False,False,True,False,True
1,1,164.8667,False,False,False,True,False,True
1,1,26.55,True,True,True,False,False,True
1,3,19.2583,False,False,False,True,False,False
0,3,7.2292,True,True,True,False,False,False
0,3,14.1083,False,True,True,False,False,True
0,2,11.5,False,True,True,False,False,True
1,1,25.9292,True,False,False,True,False,True
0,3,69.55,False,False,False,True,False,True
0,2,13.0,True,True,True,False,False,True
1,2,13.0,True,False,False,True,False,True
1,2,13.8583,False,False,False,True,False,False
0,1,50.4958,True,True,True,False,False,True
0,3,9.5,True,True,True,False,False,True
1,3,11.1333,False,True,False,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,52.5542,False,False,False,True,False,True
0,1,5.0,True,True,True,False,False,True
0,3,9.0,True,True,True,False,False,True
1,2,24.0,False,False,False,True,False,False
1,3,7.225,True,False,False,False,False,False
0,3,9.8458,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,7.8958,True,True,True,False,False,True
1,1,83.1583,False,False,False,True,False,False
1,2,26.0,False,False,False,True,False,True
0,3,7.8958,True,True,True,False,False,True
0,3,10.5167,True,False,False,True,False,True
0,2,10.5,True,True,True,False,False,True
0,3,7.05,True,True,True,False,False,True
0,3,29.125,False,False,False,True,True,False
0,2,13.0,True,True,True,False,False,True
1,1,30.0,True,False,False,True,False,True
0,3,23.45,False,False,False,True,False,True
1,1,30.0,True,True,True,False,False,False
0,3,7.75,True,True,True,False,True,False
